ID_Cliente,Cancelamento,Genero,Idoso,Parceiro,Dependentes,Meses_de_Contrato,Servico_Telefone,Linhas_Multiplas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivos,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Forma_Pagamento,Valor_Mensal,Valor_Total,Faixa_Tempo
6771-XWBDM,1,Female,0,1,0,57.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Credit card (automatic),104.5,5921.35,49-60
6772-KSATR,1,Male,0,0,0,1.0,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,81.7,81.7,0-12
6772-WFQRD,0,Male,0,0,1,40.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Bank transfer (automatic),20.4,854.9,37-48
6773-LQTVT,0,Female,1,1,1,29.0,0,no phone service,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,35.65,1025.15,25-36
6776-TLWOI,1,Male,0,0,0,3.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.85,64.55,0-12
6777-TGHTM,1,Female,0,0,0,53.0,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),106.95,5785.5,49-60
6778-EICRF,0,Male,0,1,1,24.0,1,1,DSL,1,0,0,0,1,1,One year,0,Mailed check,74.8,1821.2,13-24
6778-JFCMK,0,Male,0,0,0,24.0,0,no phone service,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,13-24
6778-YSNIH,0,Female,0,0,0,2.0,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,59.0,114.15,0-12
6784-XYJAE,0,Female,0,0,0,36.0,1,1,DSL,0,0,1,0,0,0,One year,0,Electronic check,55.8,1941.5,25-36
6786-OBWQR,0,Female,0,1,1,5.0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.85,356.1,0-12
6789-HJBWG,0,Female,0,0,0,12.0,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.4,611.65,0-12
6791-YBNAK,0,Male,0,1,1,18.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.55,467.85,13-24
6794-HKIAJ,0,Male,0,0,0,62.0,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),90.7,5586.45,61-72
6797-LNAQX,1,Male,0,1,1,70.0,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),98.3,6859.5,61-72
6797-UCJHZ,0,Female,1,1,0,66.0,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Credit card (automatic),104.6,6819.45,61-72
6804-GDMOI,1,Female,0,0,0,61.0,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,106.6,6428.4,61-72
6806-YDEUL,0,Female,1,0,0,6.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Bank transfer (automatic),19.5,106.8,0-12
6807-HWZBE,0,Male,0,1,0,2.0,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,0-12
6807-SIWJI,0,Male,0,0,0,38.0,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,104.85,3887.25,37-48
6810-VCAEX,0,Female,0,0,0,47.0,0,no phone service,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),39.65,1798.65,37-48
6813-GZQCG,0,Female,0,1,1,45.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),24.65,1171.3,37-48
6814-ZPWFQ,0,Male,1,0,0,51.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),25.0,1260.7,49-60
6815-ABQFQ,0,Male,0,1,0,56.0,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,107.25,6033.3,49-60
6817-WTYHE,0,Male,0,0,0,2.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.9,111.05,0-12
6818-DJXAA,0,Female,0,0,1,10.0,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,1,Electronic check,91.1,964.35,0-12
6818-WOBHJ,1,Female,1,1,0,68.0,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),89.6,6127.6,61-72
6820-THWHI,0,Female,1,1,0,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),24.3,1778.7,61-72
6821-BUXUX,1,Female,0,0,0,13.0,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.65,1244.5,13-24
6821-JPCDC,0,Female,0,1,0,48.0,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,97.05,4692.95,37-48
6823-SIDFQ,0,Male,0,0,0,28.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Credit card (automatic),18.25,534.7,25-36
6825-UYPFK,1,Female,0,0,0,23.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.6,1758.6,13-24
6827-IEAUQ,0,Female,0,1,1,27.0,1,0,DSL,1,1,1,1,0,0,One year,0,Mailed check,66.15,1874.45,25-36
6828-HMKWP,0,Male,0,1,1,12.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),21.05,262.05,0-12
6831-CJPWG,0,Male,0,1,0,54.0,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Electronic check,109.55,6118.95,49-60
6833-JMZYP,0,Female,0,0,0,15.0,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.0,1505.45,13-24
6834-NXDCA,1,Female,0,0,0,13.0,0,no phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,23.9,300.8,13-24
6837-BJYDQ,0,Male,0,0,0,3.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,19.6,61.35,0-12
6837-HAEVO,0,Male,0,1,1,69.0,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,105.0,7297.75,61-72
6838-HVLXG,0,Female,0,0,0,12.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.3,246.7,0-12
6838-YAUVY,0,Female,0,0,0,54.0,1,1,Fiber optic,0,0,1,1,0,1,Two year,1,Bank transfer (automatic),95.1,5064.85,49-60
6839-ITVZJ,1,Female,0,1,1,26.0,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Electronic check,60.05,1616.15,25-36
6840-RESVB,0,Male,0,1,1,24.0,1,1,DSL,1,0,1,1,1,1,One year,1,Mailed check,84.8,1990.5,13-24
6840-YEOYJ,0,Male,0,0,1,53.0,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),62.85,3419.5,49-60
6844-DZKRF,0,Male,0,0,0,2.0,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),50.2,109.25,0-12
6845-RGTYS,1,Female,0,1,0,47.0,1,1,Fiber optic,1,1,1,0,1,0,Month-to-month,1,Electronic check,98.75,4533.7,37-48
6847-KJLTS,0,Female,1,1,0,58.0,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Bank transfer (automatic),100.4,5749.8,49-60
6848-HJTXY,0,Female,0,1,0,64.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),19.45,1208.6,61-72
6848-YLDFR,0,Male,0,1,1,58.0,1,0,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),75.2,4300.8,49-60
6849-OYAMU,1,Male,0,1,1,19.0,1,0,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),100.0,1888.65,13-24
6849-WLEYG,1,Male,0,0,1,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.75,19.75,0-12
6851-WEFYX,0,Male,1,1,0,35.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,25-36
6854-EXGSF,0,Female,0,0,0,8.0,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),65.5,573.15,0-12
6855-VLGOS,0,Male,0,1,1,72.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Electronic check,20.55,1432.55,61-72
6856-RAURS,0,Female,0,0,0,2.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.9,136.05,0-12
6857-TKDJV,0,Male,0,1,1,67.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),24.65,1620.45,61-72
6857-VWJDT,1,Female,0,0,0,1.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,95.65,95.65,0-12
6859-QNXIQ,0,Female,0,1,1,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.1,8248.5,61-72
6859-RKMZJ,0,Male,0,1,0,11.0,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),55.05,608.15,0-12
6860-YRJZP,0,Male,1,0,0,9.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.05,678.45,0-12
6861-OKBCE,1,Female,0,0,1,11.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Credit card (automatic),20.1,221.35,0-12
6861-XWTWQ,1,Male,1,1,0,7.0,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.25,665.45,0-12
6862-CQUMB,0,Male,0,0,0,37.0,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),96.1,3646.8,37-48
6865-JZNKO,0,Female,0,0,0,30.0,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1530.6,25-36
6867-ACCZI,0,Female,0,1,1,24.0,0,no phone service,DSL,1,1,1,1,0,1,Two year,1,Mailed check,52.5,1208.15,13-24
6869-FGJJC,0,Male,0,0,0,68.0,1,0,Fiber optic,0,1,1,0,0,0,One year,0,Credit card (automatic),79.6,5461.45,61-72
6870-ECSHE,0,Female,0,0,0,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Mailed check,20.45,34.8,0-12
6870-ZWMNX,0,Male,0,1,0,70.0,1,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),76.1,5264.25,61-72
6872-HXFNF,0,Female,0,1,0,64.0,1,1,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),58.35,3756.45,61-72
6873-UDNLD,0,Male,0,0,0,40.0,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Electronic check,67.45,2731.0,37-48
6874-SGLHU,0,Male,0,0,0,30.0,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Bank transfer (automatic),97.0,3021.3,25-36
6876-ADESB,1,Male,0,0,1,1.0,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.95,48.95,0-12
6877-LGWXO,1,Male,1,1,0,18.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,78.55,1422.65,13-24
6877-TJMBR,1,Male,0,1,0,1.0,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,84.8,84.8,0-12
6878-GGDWG,0,Female,0,1,0,32.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Bank transfer (automatic),19.4,641.15,25-36
6885-PKOAM,0,Female,0,1,0,71.0,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.75,6223.8,61-72
6888-SBYAI,0,Male,0,0,0,1.0,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,50.7,50.7,0-12
6890-PFRQX,0,Male,0,0,0,18.0,1,1,DSL,1,0,1,0,1,0,Month-to-month,0,Mailed check,69.5,1199.4,13-24
6891-JPYFF,0,Female,0,1,1,48.0,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.25,4997.5,37-48
6892-BOGQE,0,Female,0,1,0,71.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Bank transfer (automatic),20.9,1493.2,61-72
6892-EZDTG,1,Female,0,1,0,4.0,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.65,365.4,0-12
6892-XPFPU,1,Male,1,1,0,24.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.25,2433.9,13-24
6893-ODYYE,0,Male,0,0,0,50.0,1,0,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),90.1,4549.45,49-60
6894-LFHLY,1,Male,1,0,0,1.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.75,75.75,0-12
6895-ZJKIO,0,Female,0,0,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0-12
6896-SRVYQ,0,Male,1,0,0,44.0,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,3122.4,37-48
6897-RWMUB,0,Male,0,1,1,61.0,1,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),68.05,4158.25,61-72
6897-UUBNU,0,Male,0,0,0,29.0,1,0,Fiber optic,0,1,0,1,1,0,Month-to-month,0,Mailed check,89.65,2623.65,25-36
6898-MDLZW,0,Male,0,0,0,12.0,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,53.75,648.65,0-12
6898-RBTLU,0,Female,0,1,1,49.0,1,1,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),79.3,3902.45,49-60
6899-PPEEA,1,Female,1,0,0,37.0,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.55,3580.3,37-48
6900-PXRMS,1,Male,1,1,1,26.0,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,105.75,2710.25,25-36
6900-RBKER,0,Male,0,0,0,52.0,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),89.45,4577.75,49-60
6901-GOGZG,0,Male,0,0,1,60.0,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.95,4984.85,49-60
6904-JLBGY,0,Female,1,0,0,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),117.35,8436.25,61-72
6905-NIQIN,1,Male,0,0,0,1.0,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50.65,0-12
6906-ANDWJ,1,Male,0,1,1,15.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,1107.25,13-24
6906-MPARY,0,Male,0,0,0,40.0,1,0,Fiber optic,0,1,0,1,0,1,One year,1,Credit card (automatic),89.6,3488.15,37-48
6907-CQGPN,0,Male,0,0,0,29.0,0,no phone service,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,34.3,1004.75,25-36
6907-FLBER,0,Male,0,0,0,1.0,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.3,54.3,0-12
6907-NZZIJ,1,Female,0,0,0,36.0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,3615.6,25-36
6908-VVYHM,0,Male,0,1,0,65.0,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,90.65,5931.0,61-72
6910-HADCM,1,Female,0,0,0,1.0,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,76.35,76.35,0-12
6916-HIJSE,0,Female,0,0,0,65.0,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.85,5459.2,61-72
6917-FIJHC,0,Female,0,1,0,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Mailed check,26.0,1776.0,61-72
6917-IAYHD,0,Male,0,0,1,1.0,0,no phone service,DSL,0,1,0,1,0,0,Month-to-month,0,Mailed check,33.6,33.6,0-12
6917-YACBP,0,Female,1,0,0,59.0,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.75,5496.9,49-60
6918-UMQCG,0,Female,0,0,0,5.0,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,80.2,384.25,0-12
6919-ELBGL,0,Male,1,1,1,72.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.95,8196.4,61-72
6921-OZMFH,0,Male,0,1,1,5.0,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,55.7,259.4,0-12
6922-NCEDI,0,Male,0,0,1,56.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Mailed check,21.2,1238.65,49-60
6923-AQONU,0,Male,0,1,1,23.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,20.9,454.0,13-24
6923-EFPNL,1,Male,0,0,0,4.0,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.75,201.1,0-12
6923-JHPMP,0,Female,0,0,0,2.0,1,0,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,80.45,137.1,0-12
6924-TDGMT,0,Male,0,1,0,11.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Mailed check,20.55,184.95,0-12
6925-BAYGL,0,Female,1,1,0,53.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),25.1,1275.6,49-60
6927-WTFIV,1,Male,1,0,0,20.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),71.3,1389.2,13-24
6928-ONTRW,0,Female,0,1,1,72.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),19.7,1379.8,61-72
6933-FHBZC,0,Female,0,0,0,26.0,1,0,DSL,0,1,1,0,0,0,One year,1,Mailed check,56.05,1553.2,25-36
6933-VLYFX,0,Male,0,1,1,31.0,0,no phone service,DSL,1,0,1,1,1,1,One year,0,Electronic check,59.95,1848.8,25-36
6937-GCDGQ,0,Male,0,1,1,19.0,1,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),48.95,955.6,13-24
6941-KXRRV,0,Female,1,1,0,48.0,1,0,DSL,0,1,0,0,0,1,One year,1,Bank transfer (automatic),58.95,2789.7,37-48
6941-PMGEP,1,Female,0,0,0,5.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.0,412.5,0-12
6942-LBFDP,0,Female,0,0,0,2.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.55,33.6,0-12
6946-LMSQS,1,Male,1,1,0,25.0,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,89.05,2177.45,25-36
6950-TWMYB,0,Male,0,1,1,54.0,1,0,Fiber optic,0,1,0,1,0,0,Two year,1,Bank transfer (automatic),79.95,4362.05,49-60
6952-OMNWB,0,Male,1,1,0,68.0,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.35,5589.3,61-72
6953-PBDIN,0,Male,0,1,0,70.0,1,1,DSL,0,1,1,1,1,0,Two year,0,Bank transfer (automatic),72.95,5265.55,61-72
6954-OOYZZ,0,Male,0,1,0,18.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.35,768.05,13-24
6956-SMUCM,1,Female,0,0,0,3.0,1,0,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.0,287.4,0-12
6959-GQEGV,0,Male,0,0,0,45.0,1,0,DSL,1,0,1,0,1,1,Month-to-month,1,Electronic check,75.95,3273.8,37-48
6959-UWKHF,1,Male,0,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,42.9,42.9,0-12
6960-HVYXR,1,Female,0,0,0,1.0,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,76.0,76.0,0-12
6961-MJKBO,0,Male,0,0,0,47.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),20.45,943.0,37-48
6961-VCPMC,1,Male,1,1,0,46.0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.4,3605.2,37-48
6963-EZQEE,0,Male,1,1,0,70.0,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.55,6306.5,61-72
6963-KQYQB,0,Female,0,1,1,70.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Mailed check,24.05,1764.75,61-72
6967-PEJLL,0,Male,0,1,1,37.0,0,no phone service,DSL,1,0,1,1,0,0,One year,1,Electronic check,40.2,1525.35,37-48
6967-QIQRV,0,Male,0,1,1,15.0,1,0,Fiber optic,1,0,0,1,1,1,One year,0,Electronic check,101.9,1667.25,13-24
6968-GMKPR,0,Female,0,0,0,55.0,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,81.55,4509.5,49-60
6968-MHOMU,0,Male,0,1,0,58.0,0,no phone service,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),45.0,2689.35,49-60
6968-URWQU,0,Male,0,1,0,43.0,1,0,DSL,0,0,0,0,1,0,One year,1,Mailed check,56.35,2391.15,37-48
6969-MVBAI,0,Female,1,0,0,9.0,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,90.1,816.8,0-12
6972-SNKKW,0,Female,0,0,0,6.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.0,109.2,0-12
6974-DAFLI,0,Female,0,1,0,55.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Electronic check,19.7,1140.05,49-60
6976-BWGLQ,0,Female,0,1,1,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),25.2,1787.35,61-72
6979-TNDEU,0,Female,0,0,0,8.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,19.2,156.85,0-12
6979-ZNSFF,1,Female,0,0,0,8.0,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,87.05,762.1,0-12
6980-CDGFC,0,Female,0,1,0,67.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,1,Bank transfer (automatic),20.85,1327.4,61-72
6980-IMXXE,0,Female,0,1,1,69.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Bank transfer (automatic),20.2,1412.65,61-72
6981-TDRFT,0,Male,0,1,1,44.0,0,no phone service,DSL,0,0,1,1,1,1,One year,1,Electronic check,54.3,2317.1,37-48
6982-SSHFK,1,Male,0,0,0,1.0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,44.4,0-12
6982-UQZLY,1,Female,1,1,0,1.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,1,Mailed check,20.85,20.85,0-12
6985-HAYWX,0,Female,0,1,0,26.0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),79.3,2015.8,25-36
6986-IJDHX,1,Male,0,1,1,39.0,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Mailed check,86.3,3266.0,37-48
6986-IXNDM,0,Male,0,0,0,14.0,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,92.9,1337.45,13-24
6987-XQSJT,1,Female,1,0,0,54.0,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.5,4370.25,49-60
6988-CJEYV,0,Male,0,0,0,49.0,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.7,4920.55,49-60
6990-YNRIO,1,Male,0,1,1,65.0,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),108.65,6937.95,61-72
6992-TKNYO,0,Male,0,1,0,38.0,1,1,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),69.0,2669.45,37-48
6993-OHLXR,1,Female,0,0,0,2.0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,68.95,119.75,0-12
6993-YCOBK,0,Male,0,1,1,60.0,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,110.6,6586.85,49-60
6993-YGFJV,0,Male,0,1,0,69.0,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.55,7806.5,61-72
6994-FGRHH,0,Male,0,1,1,70.0,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,106.15,7475.1,61-72
6994-KERXL,0,Male,0,0,0,4.0,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.9,238.5,0-12
6994-ORCWG,0,Female,0,0,0,14.0,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,54.25,773.2,13-24
6996-KNSML,1,Female,0,0,0,1.0,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.9,74.9,0-12
6997-UVGOX,0,Male,0,1,1,71.0,1,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.45,6029.9,61-72
6999-CHVCF,0,Male,0,0,0,68.0,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Bank transfer (automatic),102.1,7149.35,61-72
7000-WCEVQ,1,Female,1,0,0,20.0,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,61.6,1174.35,13-24
7005-CCBKV,1,Male,0,0,0,6.0,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.4,556.35,0-12
7005-CYUIL,0,Female,1,1,0,71.0,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Electronic check,99.4,7168.25,61-72
7008-LZVOZ,0,Male,0,1,1,66.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,1,Credit card (automatic),25.3,1672.35,61-72
7009-LGECI,0,Female,0,0,0,4.0,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.55,235.65,0-12
7009-PCARS,0,Male,0,0,1,55.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,0,Bank transfer (automatic),19.1,1001.5,49-60
7010-BRBUU,0,Male,0,1,1,72.0,1,1,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,0,Credit card (automatic),24.1,1734.65,61-72
7010-ZMVBF,0,Female,0,1,1,18.0,1,0,No,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,0,Mailed check,20.45,357.0,13-24
7011-CVEUC,0,Male,0,1,0,25.0,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),95.7,2338.35,25-36
7013-PSXHK,0,Female,0,0,0,40.0,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,80.75,3208.65,37-48
